2023-10-14 11:06:03 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3153.83N/10210.87WONEBP-WV,16,0.66,alt=8879.8M,278
2023-10-14 11:06:29 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3153.94N/10210.53WONEBP-WV,16,0.65,alt=9017.7M,279
2023-10-14 11:06:56 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.03N/10210.13WONEBP-WV,16,0.66,alt=9190.2M,280
2023-10-14 11:07:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.15N/10209.71WONEBP-WV,16,0.65,alt=9321.0M,281
2023-10-14 11:07:48 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.26N/10209.40WONEBP-WV,16,0.66,alt=9538.5M,282
2023-10-14 11:08:14 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.36N/10209.04WONEBP-WV,16,0.67,alt=9754.9M,283
2023-10-14 11:08:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.54N/10208.71WONEBP-WV,16,0.66,alt=9910.5M,284
2023-10-14 11:09:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,285 [Invalid uncompressed location]
2023-10-14 11:09:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:09:33 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3154.94N/10207.98WONEBP-WV,16,0.66,alt=10770.4M,286
2023-10-14 11:10:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3155.23N/10207.27WONEBP-WV,16,0.65,alt=11127.5M,287
2023-10-14 11:10:47 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3155.48N/10206.90WONEBP-WV,16,0.65,alt=11275.8M,288
2023-10-14 11:11:12 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3155.72N/10206.44WONEBP-WV,16,0.66,alt=11420.4M,289
2023-10-14 11:11:37 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=3155.97N/10205.96WONEBP-WV,16,0.66,alt=11574.2M,290
2023-10-14 11:12:02 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=3156.19N/10205.44WONEBP-WV,16,0.65,alt=11749.5M,291
2023-10-14 11:12:27 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3156.46N/10204.94WONEBP-WV,16,0.65,alt=11927.0M,292
2023-10-14 11:12:52 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,N5PSP-2:=3156.67N/10204.41WONEBP-WV,16,0.65,alt=12117.4M,293
2023-10-14 11:13:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3156.98N/10203.81WONEBP-WV,16,0.65,alt=12295.6M,294
2023-10-14 11:13:42 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3157.26N/10203.20WONEBP-WV,15,0.77,alt=12468.7M,295
2023-10-14 11:14:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5BQX-10:=3157.50N/10202.67WONEBP-WV,15,0.78,alt=12640.3M,296
2023-10-14 11:14:32 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3157.72N/10202.15WONEBP-WV,15,0.77,alt=12853.7M,297
2023-10-14 11:14:57 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3157.84N/10201.65WONEBP-WV,15,0.77,alt=13027.1M,298
2023-10-14 11:15:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3157.95N/10201.13WONEBP-WV,14,0.79,alt=13248.5M,299
2023-10-14 11:15:47 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3157.99N/10200.64WONEBP-WV,15,0.78,alt=13429.5M,300
2023-10-14 11:16:12 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3158.08N/10200.20WONEBP-WV,15,0.78,alt=13642.2M,301
2023-10-14 11:16:37 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3158.17N/10159.76WONEBP-WV,14,0.80,alt=13873.1M,302
2023-10-14 11:17:02 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3158.30N/10159.33WONEBP-WV,15,0.77,alt=14064.6M,303
2023-10-14 11:17:27 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3158.49N/10158.86WONEBP-WV,15,0.78,alt=14318.4M,304
2023-10-14 11:17:52 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5BQX-10:=3158.71N/10158.39WONEBP-WV,15,0.77,alt=14500.3M,305
2023-10-14 11:18:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3158.91N/10157.97WONEBP-WV,15,0.78,alt=14685.0M,306
2023-10-14 11:18:42 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.02N/10157.47WONEBP-WV,15,0.78,alt=14905.0M,307
2023-10-14 11:19:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.12N/10156.99WONEBP-WV,14,0.81,alt=15101.2M,308
2023-10-14 11:19:33 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3159.26N/10156.63WONEBP-WV,17,0.64,alt=15304.8M,309
2023-10-14 11:19:35 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3159.26N/10156.63WONEBP-WV,17,0.64,alt=15304.8M,309<0xad>
2023-10-14 11:19:58 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.43N/10156.20WONEBP-WV,17,0.64,alt=15502.3M,310
2023-10-14 11:20:00 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3159.43N/10156.20WONEBP-WV,17,0.64,alt=15502.3M,310<0xaa>
2023-10-14 11:20:23 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,N5PSP-2:=3159.51N/10155.86WONEBP-WV,17,0.64,alt=15717.7M,311
2023-10-14 11:20:48 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.60N/10155.50WONEBP-WV,17,0.64,alt=15933.1M,312
2023-10-14 11:21:13 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.68N/10155.16WONEBP-WV,17,0.64,alt=16198.3M,313
2023-10-14 11:21:38 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.76N/10154.88WONEBP-WV,16,0.66,alt=16437.6M,314
2023-10-14 11:21:40 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3159.76N/10154.88WONEBP-WV,16,0.66,alt=16437.6M,314<0xaa>
2023-10-14 11:22:03 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3159.95N/10154.65WONEBP-WV,16,0.66,alt=16689.4M,315
2023-10-14 11:22:28 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.13N/10154.38WONEBP-WV,15,0.69,alt=16926.9M,316
2023-10-14 11:22:53 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.29N/10154.09WONEBP-WV,15,0.68,alt=17121.2M,317
2023-10-14 11:22:55 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3200.29N/10154.09WONEBP-WV,15,0.68,alt=17121.2M,317<0xaf>
2023-10-14 11:23:18 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.38N/10153.83WONEBP-WV,15,0.68,alt=17382.3M,318
2023-10-14 11:23:20 CDT: KE8TJE-11>HYMTR,KC5L-11,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3200.38N/10153.83WONEBP-WV,15,0.68,alt=17382.3M,318<0xa9>
2023-10-14 11:23:22 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-11*,WIDE2-1,qAR,KE5KFD:=3200.38N/10153.83WONEBP-WV,15,0.68,alt=17382.3M,318<0xad>
2023-10-14 11:23:44 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.42N/10153.64WONEBP-WV,14,0.69,alt=17578.4M,319
2023-10-14 11:23:47 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-11,WX5II-10,WIDE2,qAR,KE5KFD:=3200.42N/10153.64WONEBP-WV,14,0.69,alt=17578.4M,319<0xee>
2023-10-14 11:24:09 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5BQX-10:=3200.37N/10153.48WONEBP-WV,14,0.73,alt=17853.8M,320
2023-10-14 11:24:36 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.41N/10153.39WONEBP-WV,15,0.68,alt=18010.6M,321
2023-10-14 11:25:01 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.44N/10153.35WONEBP-WV,15,0.91,alt=18143.4M,322
2023-10-14 11:25:26 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,323 [Invalid uncompressed location]
2023-10-14 11:25:26 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:25:29 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-11,WX5II-10,WIDE2,qAR,KE5KFD:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,323<0xb2> [Invalid uncompressed location]
2023-10-14 11:25:51 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,324 [Invalid uncompressed location]
2023-10-14 11:25:53 CDT: KE8TJE-11>HYMTR,KC5L-11,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,324<0xf3> [Invalid uncompressed location]
2023-10-14 11:26:16 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.55N/10153.12WONEBP-WV,13,0.73,alt=19148.3M,325
2023-10-14 11:26:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.63N/10153.16WONEBP-WV,15,0.68,alt=19280.4M,326
2023-10-14 11:27:06 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3200.68N/10153.12WONEBP-WV,13,0.84,alt=19483.8M,327
2023-10-14 11:27:31 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,328 [Invalid uncompressed location]
2023-10-14 11:27:33 CDT: KE8TJE-11>HYMTR,KC5L-11,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,328<0xff> [Invalid uncompressed location]
2023-10-14 11:27:34 CDT: KE8TJE-11>HYMTR,WB5LJZ-5*,WIDE1*,WX5II-11*,WIDE2-1,qAR,AC3DS:=00 [Too short packet]
2023-10-14 11:27:56 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,329 [Invalid uncompressed location]
2023-10-14 11:27:59 CDT: KE8TJE-11>HYMTR,W5GNB-10,WIDE1,BENRDG,ELPASO*,WIDE2,qAR,N5FAZ-2:=0 [Too short packet]
2023-10-14 11:28:21 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,330 [Invalid uncompressed location]
2023-10-14 11:28:21 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:28:23 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,330<0xf0> [Invalid uncompressed location]
2023-10-14 11:28:46 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,331 [Invalid uncompressed location]
2023-10-14 11:29:11 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,332 [Invalid uncompressed location]
2023-10-14 11:29:36 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3200.94N/10152.78WONEBP-WV,15,0.68,alt=21197.4M,333
2023-10-14 11:30:01 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,334 [Invalid uncompressed location]
2023-10-14 11:30:26 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,335 [Invalid uncompressed location]
2023-10-14 11:30:26 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:30:30 CDT: KE8TJE-11>HYMTR,W5GNB-10,WIDE1,BENRDG,ELPASO*,WIDE2,qAR,N5FAZ-2:=0 [Too short packet]
2023-10-14 11:30:51 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.90N/10152.56WONEBP-WV,13,0.82,alt=22013.6M,336
2023-10-14 11:31:18 CDT: KE8TJE-11>HYMTR,KG5TWI-10,WIDE1*,WIDE2-2,qAR,W5LND-10:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,337 [Invalid uncompressed location]
2023-10-14 11:31:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,338 [Invalid uncompressed location]
2023-10-14 11:32:06 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,339 [Invalid uncompressed location]
2023-10-14 11:32:31 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.72N/10152.53WONEBP-WV,15,0.68,alt=23091.9M,340
2023-10-14 11:33:21 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.61N/10152.48WONEBP-WV,14,0.69,alt=23324.2M,341
2023-10-14 11:34:36 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.43N/10152.37WONEBP-WV,14,0.69,alt=24172.6M,343
2023-10-14 11:35:01 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,344 [Invalid uncompressed location]
2023-10-14 11:35:26 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3200.27N/10152.42WONEBP-WV,15,0.68,alt=24763.3M,345
2023-10-14 11:35:52 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5PL-2:=3200.27N/10152.41WONEBP-WV,15,0.68,alt=24857.7M,346
2023-10-14 11:35:54 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3200.27N/10152.41WONEBP-WV,15,0.68,alt=24857.7M,346<0xa2>
2023-10-14 11:36:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,347 [Invalid uncompressed location]
2023-10-14 11:36:42 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,348 [Invalid uncompressed location]
2023-10-14 11:37:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,349 [Invalid uncompressed location]
2023-10-14 11:37:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:37:32 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.39N/10152.34WONEBP-WV,15,0.68,alt=25967.9M,350
2023-10-14 11:37:57 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,351 [Invalid uncompressed location]
2023-10-14 11:37:57 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:38:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,352 [Invalid uncompressed location]
2023-10-14 11:38:29 CDT: KE8TJE-11>HYMTR,N5LEA*,WIDE1*,WIDE2-2,qAR,KI5CYM:=00 [Too short packet]
2023-10-14 11:38:47 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,353 [Invalid uncompressed location]
2023-10-14 11:38:48 CDT: KE8TJE-11>HYMTR,CABALL*,WIDE2-2,qAR,N5FAZ-2:=0 [Too short packet]
2023-10-14 11:39:12 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,354 [Invalid uncompressed location]
2023-10-14 11:39:37 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.48N/10152.37WONEBP-WV,15,0.68,alt=27068.7M,355
2023-10-14 11:40:02 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3200.49N/10152.36WONEBP-WV,15,0.68,alt=27222.3M,356
2023-10-14 11:40:27 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.48N/10152.29WONEBP-WV,15,0.68,alt=27094.4M,357
2023-10-14 11:40:52 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.49N/10152.30WONEBP-WV,15,0.68,alt=25764.8M,358
2023-10-14 11:41:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.51N/10152.26WONEBP-WV,15,0.67,alt=24571.7M,359
2023-10-14 11:41:42 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.36N/10152.24WONEBP-WV,15,0.67,alt=23437.2M,360
2023-10-14 11:42:07 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.33N/10152.23WONEBP-WV,15,0.67,alt=22371.1M,361
2023-10-14 11:42:32 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3200.28N/10152.18WONEBP-WV,15,0.67,alt=21404.1M,362
2023-10-14 11:42:57 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.33N/10152.15WONEBP-WV,15,0.67,alt=20503.1M,363
2023-10-14 11:43:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.36N/10152.10WONEBP-WV,15,0.67,alt=19671.5M,364
2023-10-14 11:43:24 CDT: KE8TJE-11>HYMTR,KC5L-11,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3200.36N/10152.10WONEBP-WV,15,0.67,alt=19671.5M,364<0xa9>
2023-10-14 11:43:47 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.39N/10152.10WONEBP-WV,15,0.67,alt=18897.0M,365
2023-10-14 11:44:12 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.43N/10152.05WONEBP-WV,15,0.67,alt=18168.2M,366
2023-10-14 11:44:37 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5BQX-10:=3200.42N/10151.93WONEBP-WV,15,0.67,alt=17492.2M,367
2023-10-14 11:45:02 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.49N/10151.65WONEBP-WV,15,0.67,alt=16944.9M,368
2023-10-14 11:45:27 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3200.66N/10151.36WONEBP-WV,13,0.69,alt=16317.8M,369
2023-10-14 11:46:16 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3200.88N/10150.60WONEBP-WV,13,0.69,alt=15468.0M,370
2023-10-14 11:46:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,371 [Invalid uncompressed location]
2023-10-14 11:46:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=00 [Too short packet]
2023-10-14 11:46:43 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=00<0x00><0x00><0x00><0x00><0x00><0x00>/MM<0x00><0x00><0x00><0x00><0x00><0x00><0x00>ONEBP-WV,,,alt=,371<0xf5> [Invalid uncompressed location]
2023-10-14 11:47:06 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5DRT-1:=3201.23N/10149.67WONEBP-WV,13,0.69,alt=14187.9M,372
2023-10-14 11:47:08 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3201.23N/10149.67WONEBP-WV,13,0.69,alt=14187.9M,372<0xa0>
2023-10-14 11:47:31 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3201.37N/10149.23WONEBP-WV,13,0.69,alt=13662.6M,373
2023-10-14 11:47:33 CDT: KE8TJE-11>HYMTR,WB5LJZ-5,WIDE1,WX5II-10*,WIDE2-1,qAR,KE5KFD:=3201.37N/10149.23WONEBP-WV,13,0.69,alt=13662.6M,373<0xa0>
2023-10-14 11:47:57 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3201.49N/10148.77WONEBP-WV,13,0.69,alt=13232.3M,374
2023-10-14 11:48:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3201.64N/10148.23WONEBP-WV,13,0.69,alt=12680.3M,375
2023-10-14 11:48:47 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3201.91N/10147.66WONEBP-WV,13,0.69,alt=12227.2M,376
2023-10-14 11:49:12 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3202.16N/10147.12WONEBP-WV,13,0.69,alt=11803.4M,377
2023-10-14 11:49:37 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3202.36N/10146.65WONEBP-WV,13,0.69,alt=11374.8M,378
